timestamp,value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-06 05:30:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 05:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 05:40:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 05:45:00,77.118,0.93816254417,0,0.0,0.0,0.0
2014-04-06 05:50:00,81.114,0.966490299824,0,0.0,0.0,0.0
2014-04-06 05:55:00,95.004,0.93838028169,0,0.0,0.0,0.0
2014-04-06 06:00:00,76.566,0.920913884007,0,0.0,0.0,0.0
2014-04-06 06:05:00,10.824,0.987719298246,0,0.0,0.0,0.0
2014-04-06 06:10:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 06:15:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 06:20:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 06:25:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 06:30:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 06:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 06:40:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 06:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 06:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 06:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 07:00:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 07:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 07:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 07:15:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 07:20:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 07:25:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 07:30:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 07:35:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 07:40:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 07:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 07:50:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 07:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 08:00:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 08:05:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 08:10:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 08:15:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 08:20:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 08:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 08:30:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 08:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 08:40:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 08:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 08:50:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 08:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 09:00:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 09:05:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 09:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 09:15:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 09:20:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 09:25:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 09:30:00,0.134,0.0,0,0.0,0.0,0.0
2014-04-06 09:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 09:40:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 09:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 09:50:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 09:55:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 10:00:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 10:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 10:10:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 10:15:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 10:20:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 10:25:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 10:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 10:35:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 10:40:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 10:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 10:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 10:55:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 11:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 11:05:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 11:10:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 11:15:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 11:20:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 11:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 11:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 11:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 11:40:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 11:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 11:50:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 11:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 12:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 12:05:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 12:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 12:15:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 12:20:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 12:25:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 12:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 12:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 12:40:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 12:45:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 12:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 12:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 13:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 13:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 13:10:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 13:15:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 13:20:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 13:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 13:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 13:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 13:40:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 13:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 13:50:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 13:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 14:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 14:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 14:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 14:15:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 14:20:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 14:25:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 14:30:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 14:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 14:40:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 14:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 14:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 14:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 15:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 15:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 15:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 15:15:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 15:20:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 15:25:00,0.266,0.904692082111,0,0.0,0.0,0.0
2014-04-06 15:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 15:35:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 15:40:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 15:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 15:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 15:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 16:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 16:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 16:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 16:15:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 16:20:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 16:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 16:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 16:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 16:40:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 16:45:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 16:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 16:55:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 17:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 17:05:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 17:10:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 17:15:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 17:20:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 17:25:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 17:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 17:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 17:40:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 17:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 17:50:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 17:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 18:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 18:05:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 18:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 18:15:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 18:20:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 18:25:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 18:30:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 18:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 18:40:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 18:45:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 18:50:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 18:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 19:00:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 19:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 19:10:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 19:15:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 19:20:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 19:25:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 19:30:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 19:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 19:40:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 19:45:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 19:50:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 19:55:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 20:00:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 20:05:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 20:10:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 20:15:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 20:20:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 20:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 20:30:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 20:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 20:40:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 20:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 20:50:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 20:55:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 21:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 21:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 21:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 21:15:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 21:20:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-06 21:25:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 21:30:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 21:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 21:40:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 21:45:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 21:50:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 21:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 22:00:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 22:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 22:10:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 22:15:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 22:20:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 22:25:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 22:30:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 22:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 22:40:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 22:45:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 22:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 22:55:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 23:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 23:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 23:10:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-06 23:15:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 23:20:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 23:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 23:30:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 23:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-06 23:40:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 23:45:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-06 23:50:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-06 23:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 00:00:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 00:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 00:10:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-07 00:15:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 00:20:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 00:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 00:30:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 00:35:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 00:40:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 00:45:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 00:50:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 00:55:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 01:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 01:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 01:10:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 01:15:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 01:20:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-07 01:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 01:30:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 01:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 01:40:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 01:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 01:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 01:55:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 02:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 02:05:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 02:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 02:15:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 02:20:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 02:25:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 02:30:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 02:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 02:40:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 02:45:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 02:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 02:55:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 03:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 03:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 03:10:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 03:15:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 03:20:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 03:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 03:30:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-07 03:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 03:40:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 03:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 03:50:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 03:55:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 04:00:00,16.968,0.968787515006,0,0.0,0.0,0.0
2014-04-07 04:05:00,92.046,0.978417266187,0,0.0,0.0,0.0
2014-04-07 04:10:00,89.334,0.925748502994,0,0.0,0.0,0.0
2014-04-07 04:15:00,91.006,0.954545454545,0,0.0,0.0,0.0
2014-04-07 04:20:00,51.312,0.972520908005,0,0.0,0.0,0.0
2014-04-07 04:25:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 04:30:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 04:35:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 04:40:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 04:45:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 04:50:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 04:55:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 05:00:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 05:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 05:10:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 05:15:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 05:20:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 05:25:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 05:30:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 05:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 05:40:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 05:45:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 05:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 05:55:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 06:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 06:05:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 06:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 06:15:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 06:20:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 06:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 06:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 06:35:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 06:40:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 06:45:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 06:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 06:55:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 07:00:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 07:05:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 07:10:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 07:15:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 07:20:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 07:25:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 07:30:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 07:35:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 07:40:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 07:45:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 07:50:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 07:55:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 08:00:00,58.984,0.994324631101,0,0.0,0.0,0.0
2014-04-07 08:05:00,14.68,0.946712018141,0,0.0,0.0,0.0
2014-04-07 08:10:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 08:15:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 08:20:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 08:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 08:30:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 08:35:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-07 08:40:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 08:45:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 08:50:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 08:55:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 09:00:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 09:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 09:10:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 09:15:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 09:20:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 09:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 09:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 09:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 09:40:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 09:45:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 09:50:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 09:55:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 10:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 10:05:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 10:10:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 10:15:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 10:20:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 10:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 10:30:00,0.202,0.919868276619,0,0.0,0.0,0.0
2014-04-07 10:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 10:40:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-07 10:45:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 10:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 10:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 11:00:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 11:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 11:10:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-07 11:15:00,0.234,0.0,0,0.0,0.0,0.0
2014-04-07 11:20:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 11:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 11:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 11:35:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 11:40:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 11:45:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 11:50:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 11:55:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 12:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 12:05:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 12:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 12:15:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 12:20:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 12:25:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 12:30:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 12:35:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 12:40:00,0.066,0.0,0,0.0,0.0,0.0
2014-04-07 12:45:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 12:50:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-07 12:55:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 13:00:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 13:05:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 13:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 13:15:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 13:20:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 13:25:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 13:30:00,0.098,0.0,0,0.0,0.0,0.0
2014-04-07 13:35:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 13:40:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 13:45:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 13:50:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 13:55:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 14:00:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 14:05:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 14:10:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 14:15:00,0.102,0.0,0,0.0,0.0,0.0
2014-04-07 14:20:00,0.068,0.0,0,0.0,0.0,0.0
2014-04-07 14:25:00,0.1,0.0,0,0.0,0.0,0.0
2014-04-07 14:30:00,0.098,0.0,0,0.0,0.0,0.0
